Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2015,West Covina,"108,489","5,147",4.70%,"6,469",6.00%,"6,083",5.60%,"7,924",7.30%,"6,719",6.20%,"15,780",14.50%,"14,222",13.10%,"15,328",14.10%,"8,467",7.80%,"6,073",5.60%,"7,934",7.30%,"5,922",5.50%,"2,421",2.20%
2015,Westminster,"92,111","2,910",3.20%,"4,721",5.10%,"5,716",6.20%,"5,642",6.10%,"5,431",5.90%,"11,812",12.80%,"12,999",14.10%,"15,211",16.50%,"5,717",6.20%,"6,026",6.50%,"8,630",9.40%,"5,885",6.40%,"1,411",1.50%
2015,Whittier,"87,436","4,288",4.90%,"4,933",5.60%,"5,982",6.80%,"6,075",6.90%,"7,322",8.40%,"13,808",15.80%,"11,289",12.90%,"11,961",13.70%,"5,458",6.20%,"5,163",5.90%,"6,779",7.80%,"2,287",2.60%,"2,091",2.40%
2015,Yorba Linda,"67,966","2,845",4.20%,"4,031",5.90%,"4,375",6.40%,"5,319",7.80%,"3,615",5.30%,"5,944",8.70%,"7,252",10.70%,"10,367",15.30%,"6,800",10.00%,"6,182",9.10%,"7,153",10.50%,"2,672",3.90%,"1,411",2.10%
2015,Yuba City,"66,944","4,693",7.00%,"5,485",8.20%,"4,591",6.90%,"4,469",6.70%,"4,733",7.10%,"10,048",15.00%,"7,823",11.70%,"8,698",13.00%,"3,368",5.00%,"2,874",4.30%,"6,635",9.90%,"2,201",3.30%,"1,326",2.00%
2016,Alameda,"78,907","4,520",5.70%,"4,777",6.10%,"5,244",6.60%,"2,447",3.10%,"2,934",3.70%,"11,217",14.20%,"11,595",14.70%,"11,768",14.90%,"6,936",8.80%,"5,255",6.70%,"7,228",9.20%,"3,549",4.50%,"1,437",1.80%
2016,Alhambra,"85,465","4,178",4.90%,"3,528",4.10%,"5,107",6.00%,"3,804",4.50%,"6,460",7.60%,"11,752",13.80%,"11,979",14.00%,"13,244",15.50%,"4,938",5.80%,"5,038",5.90%,"7,444",8.70%,"5,755",6.70%,"2,238",2.60%
2016,Anaheim,"351,066","24,640",7.00%,"23,655",6.70%,"24,949",7.10%,"24,231",6.90%,"26,470",7.50%,"57,147",16.30%,"43,985",12.50%,"47,306",13.50%,"21,028",6.00%,"16,846",4.80%,"22,438",6.40%,"10,859",3.10%,"7,512",2.10%
2016,Antioch,"110,876","6,876",6.20%,"7,516",6.80%,"7,763",7.00%,"7,868",7.10%,"6,309",5.70%,"14,820",13.40%,"15,174",13.70%,"15,398",13.90%,"8,045",7.30%,"7,993",7.20%,"8,123",7.30%,"3,416",3.10%,"1,575",1.40%
2016,Apple Valley,"72,542","4,840",6.70%,"4,985",6.90%,"4,757",6.60%,"4,969",6.80%,"6,432",8.90%,"9,906",13.70%,"7,375",10.20%,"7,835",10.80%,"5,185",7.10%,"4,638",6.40%,"7,013",9.70%,"3,486",4.80%,"1,121",1.50%
2016,Arden-Arcade,"106,061","7,746",7.30%,"6,023",5.70%,"8,349",7.90%,"5,706",5.40%,"6,225",5.90%,"16,759",15.80%,"12,134",11.40%,"12,636",11.90%,"6,012",5.70%,"6,877",6.50%,"10,681",10.10%,"3,961",3.70%,"2,952",2.80%
2016,Bakersfield,"376,371","30,640",8.10%,"31,316",8.30%,"32,142",8.50%,"29,152",7.70%,"30,815",8.20%,"58,250",15.50%,"48,386",12.90%,"40,588",10.80%,"21,894",5.80%,"17,578",4.70%,"21,761",5.80%,"9,353",2.50%,"4,496",1.20%
2016,Baldwin Park,"76,465","5,167",6.80%,"4,889",6.40%,"5,591",7.30%,"5,175",6.80%,"5,166",6.80%,"12,798",16.70%,"11,463",15.00%,"10,337",13.50%,"4,163",5.40%,"3,520",4.60%,"5,098",6.70%,"2,438",3.20%,660,0.90%
2016,Bellflower,"77,789","5,872",7.50%,"4,961",6.40%,"5,692",7.30%,"5,806",7.50%,"4,893",6.30%,"10,570",13.60%,"10,992",14.10%,"11,709",15.10%,"4,015",5.20%,"3,961",5.10%,"5,537",7.10%,"3,084",4.00%,697,0.90%
2016,Berkeley,"121,241","5,985",4.90%,"3,950",3.30%,"3,686",3.00%,"14,702",12.10%,"15,734",13.00%,"22,605",18.60%,"14,535",12.00%,"10,250",8.50%,"7,114",5.90%,"6,467",5.30%,"9,786",8.10%,"4,777",3.90%,"1,650",1.40%
2016,Buena Park,"83,148","5,106",6.10%,"3,941",4.70%,"4,022",4.80%,"5,934",7.10%,"8,535",10.30%,"10,507",12.60%,"11,570",13.90%,"12,155",14.60%,"5,532",6.70%,"4,479",5.40%,"6,486",7.80%,"2,558",3.10%,"2,323",2.80%
2016,Burbank,"104,451","5,985",5.70%,"4,816",4.60%,"5,116",4.90%,"6,546",6.30%,"6,016",5.80%,"15,584",14.90%,"15,374",14.70%,"13,906",13.30%,"8,431",8.10%,"4,174",4.00%,"10,201",9.80%,"5,688",5.40%,"2,614",2.50%
2016,Camarillo,"67,345","3,428",5.10%,"2,949",4.40%,"4,330",6.40%,"5,442",8.10%,"5,673",8.40%,"8,081",12.00%,"5,852",8.70%,"9,889",14.70%,"5,082",7.50%,"3,462",5.10%,"6,610",9.80%,"4,446",6.60%,"2,101",3.10%
2016,Carlsbad,"113,957","7,090",6.20%,"6,593",5.80%,"9,216",8.10%,"6,340",5.60%,"5,426",4.80%,"10,986",9.60%,"16,895",14.80%,"20,175",17.70%,"7,650",6.70%,"6,944",6.10%,"9,375",8.20%,"4,793",4.20%,"2,474",2.20%
2016,Carmichael,"63,064","4,470",7.10%,"4,026",6.40%,"3,549",5.60%,"2,911",4.60%,"3,152",5.00%,"9,086",14.40%,"8,125",12.90%,"8,008",12.70%,"4,643",7.40%,"3,622",5.70%,"5,484",8.70%,"4,114",6.50%,"1,874",3.00%
2016,Carson,"92,821","5,300",5.70%,"4,589",4.90%,"5,845",6.30%,"6,143",6.60%,"6,705",7.20%,"13,151",14.20%,"12,411",13.40%,"12,824",13.80%,"5,677",6.10%,"4,848",5.20%,"8,159",8.80%,"6,016",6.50%,"1,153",1.20%
2016,Castro Valley,"65,153","3,043",4.70%,"3,874",5.90%,"3,252",5.00%,"5,332",8.20%,"2,431",3.70%,"7,358",11.30%,"8,832",13.60%,"9,239",14.20%,"5,103",7.80%,"4,868",7.50%,"7,032",10.80%,"2,683",4.10%,"2,106",3.20%
2016,Chico,"91,545","4,321",4.70%,"5,383",5.90%,"5,024",5.50%,"8,444",9.20%,"15,423",16.80%,"12,962",14.20%,"11,284",12.30%,"8,617",9.40%,"5,071",5.50%,"4,134",4.50%,"5,252",5.70%,"3,286",3.60%,"2,344",2.60%
2016,Chino,"87,771","4,649",5.30%,"5,336",6.10%,"4,535",5.20%,"4,955",5.60%,"4,150",4.70%,"15,245",17.40%,"14,493",16.50%,"11,957",13.60%,"5,411",6.20%,"5,666",6.50%,"7,884",9.00%,"2,317",2.60%,"1,173",1.30%
2016,Chino Hills,"78,821","3,941",5.00%,"4,940",6.30%,"5,637",7.20%,"5,370",6.80%,"6,420",8.10%,"12,429",15.80%,"9,078",11.50%,"11,910",15.10%,"6,831",8.70%,"3,608",4.60%,"5,277",6.70%,"2,395",3.00%,985,1.20%
2016,Chula Vista,"267,169","18,572",7.00%,"18,563",6.90%,"18,810",7.00%,"15,455",5.80%,"15,988",6.00%,"39,523",14.80%,"39,812",14.90%,"35,947",13.50%,"14,298",5.40%,"15,157",5.70%,"19,032",7.10%,"11,513",4.30%,"4,499",1.70%
2016,Citrus Heights,"87,444","5,766",6.60%,"4,883",5.60%,"4,612",5.30%,"4,255",4.90%,"6,413",7.30%,"13,867",15.90%,"11,074",12.70%,"10,942",12.50%,"5,996",6.90%,"6,032",6.90%,"7,700",8.80%,"4,049",4.60%,"1,855",2.10%
2016,Clovis,"106,587","8,103",7.60%,"8,226",7.70%,"8,612",8.10%,"7,812",7.30%,"7,762",7.30%,"15,875",14.90%,"13,493",12.70%,"13,114",12.30%,"6,062",5.70%,"4,708",4.40%,"8,100",7.60%,"3,301",3.10%,"1,419",1.30%
2016,Compton,"97,537","8,820",9.00%,"7,364",7.50%,"7,854",8.10%,"8,691",8.90%,"8,445",8.70%,"12,964",13.30%,"11,660",12.00%,"12,815",13.10%,"5,466",5.60%,"3,861",4.00%,"5,517",5.70%,"3,124",3.20%,956,1.00%
2016,Concord,"128,728","7,995",6.20%,"8,578",6.70%,"7,185",5.60%,"6,235",4.80%,"9,026",7.00%,"20,172",15.70%,"17,618",13.70%,"17,200",13.40%,"8,984",7.00%,"7,878",6.10%,"9,295",7.20%,"6,457",5.00%,"2,105",1.60%
2016,Corona,"166,774","8,684",5.20%,"10,402",6.20%,"10,562",6.30%,"12,030",7.20%,"13,667",8.20%,"25,717",15.40%,"23,652",14.20%,"24,835",14.90%,"10,970",6.60%,"8,882",5.30%,"9,604",5.80%,"5,713",3.40%,"2,056",1.20%
2016,Costa Mesa,"112,825","5,697",5.00%,"6,287",5.60%,"7,782",6.90%,"6,731",6.00%,"8,075",7.20%,"21,650",19.20%,"18,053",16.00%,"15,392",13.60%,"7,948",7.00%,"4,487",4.00%,"5,984",5.30%,"3,090",2.70%,"1,649",1.50%
2016,Daly City,"106,484","4,457",4.20%,"5,039",4.70%,"4,999",4.70%,"5,022",4.70%,"7,071",6.60%,"16,378",15.40%,"16,180",15.20%,"14,207",13.30%,"7,751",7.30%,"8,013",7.50%,"10,090",9.50%,"4,842",4.50%,"2,435",2.30%
2016,Davis,"68,107","2,578",3.80%,"3,290",4.80%,"2,908",4.30%,"8,285",12.20%,"15,878",23.30%,"9,790",14.40%,"5,725",8.40%,"5,681",8.30%,"3,055",4.50%,"3,409",5.00%,"4,060",6.00%,"2,702",4.00%,746,1.10%
2016,Downey,"113,267","7,672",6.80%,"7,274",6.40%,"8,988",7.90%,"9,002",7.90%,"7,978",7.00%,"19,060",16.80%,"15,609",13.80%,"15,708",13.90%,"5,025",4.40%,"5,247",4.60%,"7,851",6.90%,"2,252",2.00%,"1,601",1.40%
2016,East Los Angeles,"127,804","9,808",7.70%,"9,917",7.80%,"10,649",8.30%,"9,409",7.40%,"10,586",8.30%,"19,996",15.60%,"18,362",14.40%,"15,181",11.90%,"6,070",4.70%,"5,211",4.10%,"7,821",6.10%,"3,040",2.40%,"1,754",1.40%
2016,El Cajon,"103,769","9,855",9.50%,"9,232",8.90%,"8,133",7.80%,"5,670",5.50%,"6,060",5.80%,"15,271",14.70%,"11,491",11.10%,"12,481",12.00%,"7,024",6.80%,"6,272",6.00%,"7,151",6.90%,"2,779",2.70%,"2,350",2.30%
2016,Elk Grove,"169,780","10,708",6.30%,"11,779",6.90%,"13,843",8.20%,"14,461",8.50%,"11,173",6.60%,"18,175",10.70%,"25,342",14.90%,"23,104",13.60%,"12,248",7.20%,"8,767",5.20%,"10,456",6.20%,"7,312",4.30%,"2,412",1.40%
2016,El Monte,"115,800","5,359",4.60%,"8,697",7.50%,"9,270",8.00%,"8,033",6.90%,"8,636",7.50%,"17,758",15.30%,"14,452",12.50%,"14,360",12.40%,"8,425",7.30%,"6,061",5.20%,"8,169",7.10%,"4,982",4.30%,"1,598",1.40%
2016,Escondido,"151,594","11,044",7.30%,"10,574",7.00%,"10,379",6.80%,"10,449",6.90%,"11,834",7.80%,"25,409",16.80%,"18,912",12.50%,"20,655",13.60%,"7,640",5.00%,"8,894",5.90%,"8,416",5.60%,"4,430",2.90%,"2,958",2.00%
2016,Fairfield,"114,757","7,562",6.60%,"8,623",7.50%,"6,775",5.90%,"7,839",6.80%,"8,596",7.50%,"17,924",15.60%,"12,931",11.30%,"15,206",13.30%,"7,925",6.90%,"6,648",5.80%,"8,794",7.70%,"3,797",3.30%,"2,137",1.90%
2016,Florence-Graham,"63,582","5,600",8.80%,"5,884",9.30%,"4,662",7.30%,"6,334",10.00%,"5,086",8.00%,"8,697",13.70%,"9,986",15.70%,"7,662",12.10%,"2,351",3.70%,"2,590",4.10%,"2,877",4.50%,"1,439",2.30%,414,0.70%
2016,Folsom,"77,278","4,436",5.70%,"4,710",6.10%,"7,137",9.20%,"5,344",6.90%,"2,949",3.80%,"8,427",10.90%,"9,258",12.00%,"15,796",20.40%,"5,526",7.20%,"3,766",4.90%,"5,529",7.20%,"3,337",4.30%,"1,063",1.40%
2016,Fontana,"209,659","14,578",7.00%,"15,179",7.20%,"19,973",9.50%,"15,487",7.40%,"16,405",7.80%,"33,249",15.90%,"29,996",14.30%,"27,351",13.00%,"12,663",6.00%,"7,117",3.40%,"12,060",5.80%,"4,784",2.30%,817,0.40%
2016,Fremont,"233,145","16,365",7.00%,"17,826",7.60%,"14,420",6.20%,"12,139",5.20%,"10,079",4.30%,"38,185",16.40%,"41,449",17.80%,"30,500",13.10%,"13,958",6.00%,"10,385",4.50%,"15,938",6.80%,"7,555",3.20%,"4,346",1.90%
2016,Fresno,"522,021","44,962",8.60%,"41,138",7.90%,"39,583",7.60%,"36,480",7.00%,"43,839",8.40%,"86,936",16.70%,"61,881",11.90%,"58,017",11.10%,"28,368",5.40%,"23,240",4.50%,"33,260",6.40%,"16,464",3.20%,"7,853",1.50%
2016,Fullerton,"140,734","8,231",5.80%,"6,623",4.70%,"9,329",6.60%,"9,552",6.80%,"13,334",9.50%,"22,063",15.70%,"17,596",12.50%,"18,878",13.40%,"8,940",6.40%,"8,096",5.80%,"9,351",6.60%,"6,045",4.30%,"2,696",1.90%
2016,Garden Grove,"174,877","8,896",5.10%,"12,168",7.00%,"12,018",6.90%,"11,759",6.70%,"13,105",7.50%,"25,747",14.70%,"24,033",13.70%,"25,822",14.80%,"11,084",6.30%,"9,426",5.40%,"11,376",6.50%,"6,399",3.70%,"3,044",1.70%
2016,Glendale,"200,826","10,666",5.30%,"10,274",5.10%,"10,358",5.20%,"10,111",5.00%,"9,635",4.80%,"30,866",15.40%,"29,458",14.70%,"28,829",14.40%,"13,857",6.90%,"12,445",6.20%,"18,292",9.10%,"10,495",5.20%,"5,540",2.80%
2016,Hawthorne,"88,032","8,949",10.20%,"6,668",7.60%,"5,458",6.20%,"4,489",5.10%,"5,918",6.70%,"16,654",18.90%,"13,132",14.90%,"10,426",11.80%,"4,435",5.00%,"3,481",4.00%,"5,303",6.00%,"1,952",2.20%,"1,167",1.30%
2016,Hayward,"158,969","7,914",5.00%,"10,440",6.60%,"10,320",6.50%,"9,155",5.80%,"14,350",9.00%,"27,151",17.10%,"20,296",12.80%,"22,541",14.20%,"10,701",6.70%,"7,927",5.00%,"10,119",6.40%,"5,372",3.40%,"2,683",1.70%
2016,Hemet,"84,277","6,688",7.90%,"8,251",9.80%,"6,555",7.80%,"5,118",6.10%,"3,537",4.20%,"9,471",11.20%,"7,328",8.70%,"9,399",11.20%,"4,257",5.10%,"4,538",5.40%,"10,005",11.90%,"6,563",7.80%,"2,567",3.00%
2016,Hesperia,"93,714","6,287",6.70%,"6,502",6.90%,"7,083",7.60%,"8,461",9.00%,"7,504",8.00%,"12,258",13.10%,"11,995",12.80%,"11,841",12.60%,"7,137",7.60%,"4,447",4.70%,"6,802",7.30%,"2,610",2.80%,787,0.80%
2016,Huntington Beach,"200,631","10,685",5.30%,"8,471",4.20%,"11,794",5.90%,"10,944",5.50%,"11,073",5.50%,"25,126",12.50%,"24,569",12.20%,"32,629",16.30%,"14,286",7.10%,"14,283",7.10%,"21,623",10.80%,"11,324",5.60%,"3,824",1.90%
2016,Indio,"88,484","5,117",5.80%,"6,152",7.00%,"6,733",7.60%,"5,714",6.50%,"5,019",5.70%,"10,584",12.00%,"10,907",12.30%,"11,248",12.70%,"4,860",5.50%,"3,935",4.40%,"10,072",11.40%,"7,003",7.90%,"1,140",1.30%
2016,Inglewood,"110,667","6,451",5.80%,"5,606",5.10%,"5,691",5.10%,"6,839",6.20%,"9,326",8.40%,"17,040",15.40%,"15,366",13.90%,"17,077",15.40%,"7,412",6.70%,"6,176",5.60%,"8,000",7.20%,"4,561",4.10%,"1,122",1.00%
2016,Irvine,"266,117","19,060",7.20%,"15,690",5.90%,"18,109",6.80%,"21,630",8.10%,"21,565",8.10%,"38,791",14.60%,"39,859",15.00%,"40,619",15.30%,"14,463",5.40%,"9,878",3.70%,"16,877",6.30%,"6,360",2.40%,"3,216",1.20%
2016,Jurupa Valley,"103,543","7,476",7.20%,"7,485",7.20%,"6,814",6.60%,"7,743",7.50%,"9,928",9.60%,"13,717",13.20%,"12,572",12.10%,"13,054",12.60%,"7,448",7.20%,"6,427",6.20%,"6,260",6.00%,"3,163",3.10%,"1,456",1.40%
2016,Laguna Niguel,"65,328","3,576",5.50%,"3,571",5.50%,"2,766",4.20%,"3,970",6.10%,"4,097",6.30%,"8,039",12.30%,"6,352",9.70%,"9,381",14.40%,"6,803",10.40%,"5,453",8.30%,"5,962",9.10%,"3,491",5.30%,"1,867",2.90%
2016,Lake Forest,"83,236","5,259",6.30%,"3,753",4.50%,"5,461",6.60%,"4,404",5.30%,"5,499",6.60%,"11,887",14.30%,"12,508",15.00%,"13,106",15.70%,"4,952",5.90%,"5,294",6.40%,"6,687",8.00%,"3,018",3.60%,"1,408",1.70%
2016,Lakewood,"81,121","7,187",8.90%,"4,240",5.20%,"5,091",6.30%,"5,824",7.20%,"5,366",6.60%,"11,032",13.60%,"12,291",15.20%,"9,974",12.30%,"3,896",4.80%,"6,346",7.80%,"5,747",7.10%,"2,355",2.90%,"1,772",2.20%
2016,Lancaster,"160,107","13,281",8.30%,"12,475",7.80%,"9,963",6.20%,"12,432",7.80%,"11,188",7.00%,"23,560",14.70%,"20,419",12.80%,"21,701",13.60%,"10,278",6.40%,"9,027",5.60%,"9,457",5.90%,"4,429",2.80%,"1,897",1.20%
2016,Livermore,"89,118","5,549",6.20%,"5,127",5.80%,"6,456",7.20%,"4,745",5.30%,"4,882",5.50%,"11,933",13.40%,"10,379",11.60%,"16,542",18.60%,"6,915",7.80%,"5,483",6.20%,"7,290",8.20%,"2,935",3.30%,882,1.00%
2016,Long Beach,"470,140","34,003",7.20%,"29,588",6.30%,"28,727",6.10%,"30,508",6.50%,"38,570",8.20%,"82,678",17.60%,"63,839",13.60%,"64,130",13.60%,"25,005",5.30%,"23,722",5.00%,"31,167",6.60%,"12,372",2.60%,"5,831",1.20%
2016,Los Angeles,"3,976,324","233,976",5.90%,"238,426",6.00%,"219,799",5.50%,"239,033",6.00%,"310,019",7.80%,"708,811",17.80%,"566,352",14.20%,"536,618",13.50%,"237,125",6.00%,"204,961",5.20%,"268,156",6.70%,"144,337",3.60%,"68,711",1.70%
2016,Lynwood,"71,184","5,435",7.60%,"6,059",8.50%,"6,628",9.30%,"6,028",8.50%,"5,872",8.20%,"11,962",16.80%,"11,602",16.30%,"6,747",9.50%,"3,738",5.30%,"2,290",3.20%,"2,876",4.00%,"1,334",1.90%,613,0.90%
2016,Manteca,"76,912","6,207",8.10%,"6,980",9.10%,"4,673",6.10%,"4,487",5.80%,"5,899",7.70%,"10,838",14.10%,"8,919",11.60%,"10,471",13.60%,"4,088",5.30%,"5,531",7.20%,"5,001",6.50%,"3,060",4.00%,758,1.00%
2016,Menifee,"88,510","5,818",6.60%,"5,589",6.30%,"5,852",6.60%,"7,228",8.20%,"4,198",4.70%,"12,207",13.80%,"9,813",11.10%,"9,783",11.10%,"5,712",6.50%,"4,791",5.40%,"8,537",9.60%,"6,481",7.30%,"2,501",2.80%
2016,Merced,"82,573","6,431",7.80%,"6,420",7.80%,"7,683",9.30%,"7,805",9.50%,"8,371",10.10%,"13,247",16.00%,"10,298",12.50%,"8,480",10.30%,"4,041",4.90%,"2,913",3.50%,"4,065",4.90%,"1,999",2.40%,820,1.00%
2016,Milpitas,"77,534","5,175",6.70%,"5,683",7.30%,"3,669",4.70%,"2,734",3.50%,"4,825",6.20%,"15,227",19.60%,"10,792",13.90%,"9,731",12.60%,"5,953",7.70%,"4,532",5.80%,"4,629",6.00%,"3,538",4.60%,"1,046",1.30%
2016,Mission Viejo,"96,386","4,673",4.80%,"5,539",5.70%,"5,233",5.40%,"6,748",7.00%,"4,251",4.40%,"10,147",10.50%,"13,484",14.00%,"15,346",15.90%,"7,054",7.30%,"6,180",6.40%,"10,369",10.80%,"5,089",5.30%,"2,273",2.40%
2016,Modesto,"212,172","17,091",8.10%,"15,145",7.10%,"17,449",8.20%,"12,717",6.00%,"13,429",6.30%,"30,870",14.50%,"27,907",13.20%,"23,668",11.20%,"12,176",5.70%,"13,261",6.30%,"17,755",8.40%,"7,537",3.60%,"3,167",1.50%
2016,Moreno Valley,"205,516","17,866",8.70%,"15,798",7.70%,"17,467",8.50%,"15,687",7.60%,"20,454",10.00%,"32,317",15.70%,"27,414",13.30%,"25,756",12.50%,"10,202",5.00%,"7,329",3.60%,"10,135",4.90%,"3,673",1.80%,"1,418",0.70%
2016,Mountain View,"80,459","4,748",5.90%,"4,647",5.80%,"5,273",6.60%,"3,156",3.90%,"4,497",5.60%,"18,195",22.60%,"14,206",17.70%,"8,617",10.70%,"4,145",5.20%,"4,033",5.00%,"4,674",5.80%,"2,343",2.90%,"1,925",2.40%
2016,Murrieta,"111,682","7,744",6.90%,"7,761",6.90%,"10,682",9.60%,"7,545",6.80%,"8,882",8.00%,"15,449",13.80%,"13,865",12.40%,"14,278",12.80%,"7,801",7.00%,"4,921",4.40%,"7,342",6.60%,"3,820",3.40%,"1,592",1.40%
2016,Napa,"80,412","4,007",5.00%,"5,057",6.30%,"5,727",7.10%,"5,047",6.30%,"4,406",5.50%,"10,381",12.90%,"10,561",13.10%,"10,605",13.20%,"5,565",6.90%,"4,605",5.70%,"8,004",10.00%,"4,394",5.50%,"2,053",2.60%
2016,Newport Beach,"86,683","4,389",5.10%,"3,388",3.90%,"5,128",5.90%,"3,285",3.80%,"4,563",5.30%,"12,924",14.90%,"10,088",11.60%,"10,466",12.10%,"6,740",7.80%,"6,087",7.00%,"10,572",12.20%,"5,628",6.50%,"3,425",4.00%
2016,Norwalk,"106,161","6,752",6.40%,"6,215",5.90%,"8,548",8.10%,"8,838",8.30%,"6,743",6.40%,"16,137",15.20%,"13,719",12.90%,"14,205",13.40%,"6,431",6.10%,"5,588",5.30%,"8,602",8.10%,"2,934",2.80%,"1,449",1.40%
2016,Oakland,"419,987","27,607",6.60%,"21,512",5.10%,"20,955",5.00%,"20,299",4.80%,"26,742",6.40%,"82,244",19.60%,"66,474",15.80%,"53,080",12.60%,"24,726",5.90%,"23,041",5.50%,"32,084",7.60%,"14,459",3.40%,"6,764",1.60%
2016,Oceanside,"175,441","11,725",6.70%,"10,768",6.10%,"10,936",6.20%,"9,454",5.40%,"12,513",7.10%,"26,924",15.30%,"20,126",11.50%,"20,006",11.40%,"13,661",7.80%,"9,965",5.70%,"17,243",9.80%,"8,104",4.60%,"4,016",2.30%
2016,Ontario,"173,211","11,613",6.70%,"13,669",7.90%,"12,652",7.30%,"12,087",7.00%,"13,306",7.70%,"27,996",16.20%,"24,548",14.20%,"23,794",13.70%,"9,722",5.60%,"7,710",4.50%,"9,847",5.70%,"3,759",2.20%,"2,508",1.40%
2016,Orange,"140,507","8,360",5.90%,"8,350",5.90%,"9,925",7.10%,"11,189",8.00%,"9,827",7.00%,"21,187",15.10%,"19,448",13.80%,"19,387",13.80%,"8,184",5.80%,"7,858",5.60%,"9,354",6.70%,"4,930",3.50%,"2,508",1.80%
2016,Oxnard,"207,911","15,199",7.30%,"17,433",8.40%,"17,890",8.60%,"14,065",6.80%,"15,838",7.60%,"30,982",14.90%,"29,802",14.30%,"25,593",12.30%,"10,568",5.10%,"9,768",4.70%,"12,086",5.80%,"6,210",3.00%,"2,477",1.20%
2016,Palmdale,"157,349","13,088",8.30%,"15,269",9.70%,"13,092",8.30%,"12,021",7.60%,"11,438",7.30%,"22,653",14.40%,"17,847",11.30%,"22,350",14.20%,"8,708",5.50%,"6,985",4.40%,"8,462",5.40%,"4,128",2.60%,"1,308",0.80%
2016,Palo Alto,"67,021","2,509",3.70%,"3,071",4.60%,"5,021",7.50%,"3,749",5.60%,"3,313",4.90%,"7,284",10.90%,"8,308",12.40%,"10,337",15.40%,"5,051",7.50%,"4,319",6.40%,"6,445",9.60%,"5,251",7.80%,"2,363",3.50%
2016,Pasadena,"142,052","9,792",6.90%,"7,410",5.20%,"4,410",3.10%,"5,973",4.20%,"9,316",6.60%,"25,462",17.90%,"21,045",14.80%,"17,182",12.10%,"11,635",8.20%,"7,738",5.40%,"11,908",8.40%,"6,980",4.90%,"3,201",2.30%
2016,Perris,"76,330","6,356",8.30%,"6,954",9.10%,"5,187",6.80%,"9,980",13.10%,"6,681",8.80%,"12,075",15.80%,"8,553",11.20%,"10,030",13.10%,"3,684",4.80%,"2,148",2.80%,"3,302",4.30%,770,1.00%,610,0.80%
2016,Pittsburg,"70,677","5,514",7.80%,"5,958",8.40%,"5,369",7.60%,"3,980",5.60%,"4,998",7.10%,"10,581",15.00%,"9,932",14.10%,"9,050",12.80%,"3,840",5.40%,"3,835",5.40%,"5,456",7.70%,"1,750",2.50%,414,0.60%
2016,Pleasanton,"82,267","3,922",4.80%,"6,189",7.50%,"6,802",8.30%,"5,451",6.60%,"2,450",3.00%,"7,787",9.50%,"11,258",13.70%,"14,443",17.60%,"6,843",8.30%,"5,314",6.50%,"6,888",8.40%,"3,535",4.30%,"1,385",1.70%
2016,Pomona,"152,476","12,823",8.40%,"9,592",6.30%,"10,892",7.10%,"12,765",8.40%,"17,195",11.30%,"23,621",15.50%,"18,849",12.40%,"17,748",11.60%,"8,764",5.70%,"7,997",5.20%,"7,188",4.70%,"3,560",2.30%,"1,482",1.00%
2016,Rancho Cordova,"72,319","5,399",7.50%,"5,069",7.00%,"5,577",7.70%,"3,969",5.50%,"3,946",5.50%,"13,230",18.30%,"10,306",14.30%,"9,187",12.70%,"3,666",5.10%,"2,961",4.10%,"4,578",6.30%,"3,325",4.60%,"1,106",1.50%
2016,Rancho Cucamonga,"176,540","10,526",6.00%,"10,087",5.70%,"11,577",6.60%,"12,987",7.40%,"12,551",7.10%,"27,898",15.80%,"25,602",14.50%,"25,576",14.50%,"10,890",6.20%,"10,323",5.80%,"12,197",6.90%,"4,207",2.40%,"2,119",1.20%
2016,Redding,"91,797","6,149",6.70%,"4,306",4.70%,"5,750",6.30%,"6,171",6.70%,"6,929",7.50%,"12,689",13.80%,"10,098",11.00%,"10,282",11.20%,"5,977",6.50%,"6,196",6.70%,"9,783",10.70%,"5,857",6.40%,"1,610",1.80%
2016,Redlands,"71,288","5,101",7.20%,"5,010",7.00%,"3,838",5.40%,"4,461",6.30%,"5,541",7.80%,"12,121",17.00%,"8,969",12.60%,"7,034",9.90%,"3,703",5.20%,"4,182",5.90%,"6,076",8.50%,"2,894",4.10%,"2,358",3.30%
2016,Redondo Beach,"67,863","3,500",5.20%,"4,092",6.00%,"2,854",4.20%,"2,849",4.20%,"1,714",2.50%,"9,812",14.50%,"9,808",14.50%,"11,895",17.50%,"5,787",8.50%,"5,394",7.90%,"6,589",9.70%,"2,204",3.20%,"1,365",2.00%
2016,Redwood City,"84,965","5,185",6.10%,"5,356",6.30%,"4,155",4.90%,"3,938",4.60%,"6,480",7.60%,"16,542",19.50%,"11,475",13.50%,"12,554",14.80%,"5,681",6.70%,"3,948",4.60%,"5,018",5.90%,"2,717",3.20%,"1,916",2.30%
